"SEX" "LENGTH" "DIAM" "HEIGHT" "WHOLE" "SHUCK" "VISCERA" "SHELL" "RINGS" "CLASS"
"3233" "F" 0.595 0.485 0.145 1.2515 0.5035 0.2925 0.33 14 "A5"
"3234" "M" 0.565 0.45 0.115 0.9085 0.398 0.197 0.29 17 "A6"
"3235" "F" 0.655 0.5 0.14 1.1705 0.5405 0.3175 0.285 12 "A4"
"3236" "M" 0.48 0.38 0.135 0.528 0.2 0.1395 0.16 14 "A5"
"3237" "F" 0.495 0.385 0.135 0.6625 0.3005 0.1635 0.185 11 "A4"
"3238" "F" 0.4 0.335 0.115 0.4335 0.2105 0.1205 0.12 10 "A3"
"3239" "M" 0.41 0.31 0.125 0.3595 0.1415 0.0885 0.115 11 "A4"
"3240" "F" 0.595 0.465 0.145 1.107 0.402 0.2415 0.31 12 "A4"
"3241" "F" 0.625 0.475 0.13 0.8595 0.3195 0.1775 0.24 13 "A5"
"3242" "M" 0.52 0.425 0.155 0.7735 0.297 0.123 0.255 17 "A6"
"3243" "M" 0.465 0.36 0.125 0.4365 0.169 0.1075 0.145 11 "A4"
"3244" "F" 0.475 0.375 0.14 0.501 0.192 0.1175 0.175 13 "A5"
"3245" "F" 0.5 0.405 0.14 0.6735 0.265 0.124 0.25 18 "A6"
"3246" "M" 0.46 0.355 0.11 0.415 0.215 0.082 0.13 12 "A4"
"3247" "M" 0.485 0.385 0.125 0.4775 0.2 0.0785 0.17 12 "A4"
"3248" "F" 0.465 0.39 0.14 0.5555 0.213 0.1075 0.215 15 "A6"
"3249" "M" 0.525 0.415 0.16 0.6445 0.26 0.1575 0.22 12 "A4"
"3250" "F" 0.655 0.53 0.19 1.428 0.493 0.318 0.565 18 "A6"
"3251" "M" 0.69 0.54 0.185 1.6195 0.533 0.353 0.555 24 "A6"
"3252" "M" 0.55 0.45 0.17 0.81 0.317 0.157 0.22 11 "A4"
"3253" "F" 0.58 0.475 0.165 1.0385 0.414 0.26 0.305 13 "A5"
"3254" "F" 0.59 0.475 0.155 0.9715 0.371 0.235 0.28 11 "A4"
"3255" "M" 0.565 0.44 0.155 0.868 0.348 0.217 0.26 11 "A4"
"3256" "F" 0.665 0.57 0.185 1.522 0.6965 0.3025 0.405 13 "A5"
"3257" "F" 0.62 0.51 0.175 1.1255 0.4985 0.227 0.315 14 "A5"
"3258" "M" 0.55 0.46 0.13 0.7085 0.305 0.1455 0.205 12 "A4"
"3259" "F" 0.605 0.475 0.145 1.0185 0.4695 0.225 0.27 15 "A6"
"3260" "M" 0.535 0.42 0.16 0.72 0.275 0.164 0.225 15 "A6"
"3261" "F" 0.51 0.395 0.12 0.6175 0.262 0.122 0.193 12 "A4"
"3262" "M" 0.53 0.405 0.13 0.738 0.2845 0.17 0.193 9 "A3"
"3263" "F" 0.495 0.375 0.15 0.597 0.2615 0.135 0.178 11 "A4"
"3264" "M" 0.575 0.455 0.185 1.156 0.5525 0.243 0.295 13 "A5"
"3265" "F" 0.63 0.5 0.16 1.22 0.4905 0.3 0.345 14 "A5"
"3266" "M" 0.59 0.45 0.12 0.7485 0.3345 0.1315 0.22 14 "A5"
"3267" "F" 0.605 0.485 0.165 1.0735 0.437 0.205 0.33 14 "A5"
"3268" "M" 0.645 0.5 0.19 1.229 0.524 0.278 0.395 17 "A6"
"3269" "F" 0.62 0.5 0.175 1.146 0.477 0.23 0.39 13 "A5"
"3270" "M" 0.605 0.485 0.175 1.145 0.4325 0.27 0.405 16 "A6"
"3271" "F" 0.615 0.5 0.205 1.1055 0.4445 0.227 0.39 16 "A6"
"3272" "F" 0.66 0.525 0.19 1.67 0.6525 0.4875 0.49 11 "A4"
"3273" "F" 0.71 0.575 0.175 1.555 0.6465 0.3705 0.52 15 "A6"
"3274" "F" 0.565 0.45 0.185 0.9285 0.302 0.1805 0.265 12 "A4"
"3275" "F" 0.57 0.435 0.14 0.8085 0.3235 0.183 0.22 16 "A6"
"3276" "I" 0.6 0.445 0.175 1.057 0.383 0.216 0.355 16 "A6"
"3277" "I" 0.41 0.3 0.115 0.2595 0.097 0.0515 0.08 10 "A3"
"3278" "F" 0.45 0.325 0.135 0.438 0.1805 0.1165 0.11 9 "A3"
"3279" "M" 0.275 0.2 0.08 0.099 0.037 0.024 0.03 5 "A1"
"3280" "I" 0.485 0.355 0.12 0.5085 0.21 0.122 0.135 9 "A3"
"3281" "F" 0.62 0.485 0.165 1.166 0.483 0.238 0.355 13 "A5"
"3282" "F" 0.48 0.38 0.135 0.507 0.1915 0.1365 0.155 12 "A4"
"3283" "F" 0.505 0.41 0.15 0.6345 0.243 0.1335 0.215 17 "A6"
"3284" "M" 0.4 0.31 0.11 0.314 0.138 0.057 0.1 11 "A4"
"3285" "I" 0.45 0.355 0.115 0.4385 0.184 0.108 0.1125 11 "A4"
"3286" "M" 0.35 0.26 0.09 0.195 0.0745 0.041 0.0655 9 "A3"
"3287" "M" 0.44 0.35 0.14 0.451 0.171 0.0705 0.184 16 "A6"
"3288" "M" 0.265 0.2 0.065 0.084 0.034 0.0105 0.03 7 "A2"
"3289" "M" 0.165 0.125 0.04 0.0245 0.0095 0.0045 0.008 4 "A1"
"3290" "F" 0.705 0.555 0.2 1.4685 0.4715 0.3235 0.52 19 "A6"
"3291" "F" 0.535 0.425 0.155 0.7765 0.302 0.1565 0.25 16 "A6"
"3292" "I" 0.49 0.385 0.14 0.5425 0.198 0.127 0.175 11 "A4"
"3293" "F" 0.48 0.37 0.13 0.5885 0.2475 0.1505 0.1595 15 "A6"
"3294" "F" 0.395 0.3 0.105 0.3375 0.1435 0.0755 0.098 12 "A4"
"3295" "I" 0.375 0.28 0.1 0.2565 0.1165 0.0585 0.0725 12 "A4"
"3296" "M" 0.345 0.265 0.09 0.163 0.0615 0.037 0.0485 10 "A3"
"3297" "I" 0.55 0.415 0.135 0.8095 0.2985 0.2015 0.28 12 "A4"
"3298" "I" 0.635 0.48 0.2 1.3655 0.6255 0.2595 0.425 16 "A6"
"3299" "I" 0.575 0.475 0.17 0.967 0.3775 0.284 0.275 13 "A5"
"3300" "F" 0.545 0.435 0.15 0.6855 0.2905 0.145 0.225 10 "A3"
"3301" "F" 0.385 0.305 0.125 0.314 0.146 0.0555 0.08 10 "A3"
"3302" "F" 0.51 0.34 0.18 0.7005 0.312 0.165 0.2 11 "A4"
"3303" "I" 0.44 0.34 0.125 0.4895 0.1735 0.0875 0.2 13 "A5"
"3304" "I" 0.45 0.36 0.125 0.45 0.191 0.0865 0.145 12 "A4"
"3305" "I" 0.39 0.3 0.105 0.259 0.0955 0.038 0.085 8 "A2"
"3306" "F" 0.425 0.325 0.135 0.382 0.1465 0.079 0.14 12 "A4"
"3307" "F" 0.45 0.35 0.125 0.4435 0.185 0.09 0.145 11 "A4"
"3308" "I" 0.66 0.525 0.18 1.6935 0.6025 0.4005 0.42 15 "A6"
"3309" "F" 0.685 0.525 0.175 1.71 0.5415 0.309 0.58 16 "A6"
"3310" "F" 0.585 0.475 0.185 0.8575 0.3465 0.1785 0.275 12 "A4"
"3311" "I" 0.54 0.435 0.145 0.97 0.4285 0.22 0.264 17 "A6"
"3312" "F" 0.49 0.39 0.135 0.59 0.215 0.125 0.1845 12 "A4"
"3313" "M" 0.43 0.33 0.095 0.34 0.1315 0.085 0.112 14 "A5"
"3314" "F" 0.455 0.365 0.11 0.385 0.166 0.046 0.1345 13 "A5"
"3315" "I" 0.495 0.38 0.145 0.515 0.175 0.098 0.212 13 "A5"
"3316" "F" 0.48 0.38 0.145 0.59 0.232 0.141 0.23 12 "A4"
"3317" "I" 0.47 0.4 0.16 0.51 0.1615 0.073 0.198 14 "A5"
"3318" "M" 0.415 0.32 0.1 0.3005 0.1215 0.0575 0.104 11 "A4"
"3319" "I" 0.49 0.385 0.115 0.683 0.3265 0.1615 0.165 13 "A5"
"3320" "I" 0.47 0.375 0.105 0.468 0.1665 0.108 0.17 10 "A3"
"3321" "I" 0.445 0.345 0.13 0.4075 0.1365 0.0645 0.18 11 "A4"
"3322" "F" 0.51 0.38 0.13 0.584 0.224 0.1355 0.185 13 "A5"
"3323" "F" 0.52 0.405 0.145 0.829 0.3535 0.1685 0.205 15 "A6"
"3324" "I" 0.475 0.365 0.14 0.4545 0.171 0.118 0.158 8 "A2"
"3325" "F" 0.455 0.36 0.11 0.4385 0.206 0.098 0.125 10 "A3"
"3326" "I" 0.435 0.34 0.11 0.407 0.1685 0.073 0.13 10 "A3"
"3327" "I" 0.39 0.3 0.1 0.3085 0.1385 0.0735 0.085 6 "A1"
"3328" "I" 0.375 0.285 0.1 0.239 0.105 0.0555 0.07 8 "A2"
"3329" "M" 0.285 0.215 0.075 0.106 0.0415 0.023 0.035 5 "A1"
"3330" "I" 0.58 0.445 0.17 1.178 0.3935 0.2165 0.315 20 "A6"
"3331" "F" 0.58 0.44 0.175 1.073 0.4005 0.2345 0.335 19 "A6"
"3332" "M" 0.41 0.315 0.095 0.306 0.121 0.0735 0.09 9 "A3"
"3333" "M" 0.41 0.3 0.1 0.301 0.124 0.069 0.09 9 "A3"
"3334" "I" 0.54 0.405 0.15 0.7585 0.307 0.2075 0.19 10 "A3"
"3335" "M" 0.33 0.245 0.085 0.171 0.0655 0.0365 0.055 11 "A4"
"3336" "I" 0.44 0.31 0.115 0.3625 0.134 0.082 0.12 11 "A4"
"3337" "M" 0.28 0.21 0.065 0.0905 0.035 0.02 0.03 5 "A1"
"3338" "I" 0.59 0.465 0.195 1.0885 0.3685 0.187 0.375 17 "A6"
"3339" "I" 0.61 0.48 0.165 1.097 0.4215 0.264 0.335 13 "A5"
"3340" "I" 0.61 0.46 0.17 1.278 0.41 0.257 0.37 17 "A6"
"3341" "M" 0.455 0.345 0.125 0.44 0.169 0.1065 0.135 12 "A4"
"3342" "M" 0.33 0.235 0.09 0.163 0.0615 0.034 0.055 10 "A3"
"3343" "I" 0.44 0.33 0.135 0.522 0.17 0.0905 0.195 16 "A6"
"3344" "M" 0.54 0.405 0.155 0.9715 0.3225 0.194 0.29 19 "A6"
"3345" "F" 0.475 0.375 0.125 0.588 0.237 0.1715 0.155 10 "A3"
"3346" "F" 0.46 0.33 0.15 0.5325 0.2085 0.1805 0.125 10 "A3"
"3347" "I" 0.31 0.235 0.09 0.127 0.048 0.031 0.04 6 "A1"
"3348" "I" 0.255 0.19 0.07 0.0815 0.028 0.016 0.031 5 "A1"
"3349" "M" 0.335 0.255 0.075 0.1635 0.0615 0.0345 0.057 8 "A2"
"3350" "I" 0.295 0.21 0.08 0.1 0.038 0.026 0.031 8 "A2"
"3351" "I" 0.19 0.13 0.045 0.0265 0.009 0.005 0.009 5 "A1"
"3352" "M" 0.545 0.435 0.165 0.9955 0.3245 0.2665 0.325 19 "A6"
"3353" "M" 0.495 0.4 0.12 0.6605 0.2605 0.161 0.19 15 "A6"
"3354" "M" 0.5 0.375 0.13 0.721 0.3055 0.1725 0.22 14 "A5"
"3355" "F" 0.305 0.225 0.07 0.1485 0.0585 0.0335 0.045 7 "A2"
"3356" "F" 0.475 0.35 0.115 0.487 0.194 0.1455 0.125 13 "A5"
"3357" "M" 0.515 0.4 0.125 0.955 0.341 0.2535 0.26 13 "A5"
"3358" "M" 0.545 0.41 0.145 0.873 0.3035 0.196 0.31 18 "A6"
"3359" "M" 0.74 0.535 0.185 1.65 0.734 0.4505 0.335 13 "A5"
"3360" "M" 0.565 0.465 0.15 1.1285 0.377 0.3525 0.33 16 "A6"
"3361" "M" 0.56 0.44 0.16 1.1115 0.5035 0.2785 0.26 10 "A3"
"3362" "M" 0.545 0.42 0.125 0.9745 0.353 0.174 0.305 13 "A5"
"3363" "M" 0.645 0.515 0.185 1.4605 0.5835 0.3155 0.41 19 "A6"
"3364" "M" 0.575 0.435 0.13 1.0105 0.368 0.222 0.32 10 "A3"
"3365" "M" 0.62 0.48 0.16 1.0765 0.412 0.253 0.3 13 "A5"
"3366" "F" 0.605 0.45 0.165 1.2225 0.357 0.202 0.385 13 "A5"
"3367" "M" 0.605 0.475 0.16 1.616 0.5495 0.332 0.34 18 "A6"
"3368" "F" 0.475 0.375 0.15 0.559 0.1955 0.1215 0.1945 12 "A4"
"3369" "M" 0.365 0.285 0.085 0.2205 0.0855 0.0515 0.07 9 "A3"
"3370" "F" 0.46 0.35 0.115 0.44 0.19 0.1025 0.13 8 "A2"
"3371" "M" 0.53 0.43 0.135 0.879 0.28 0.2165 0.25 10 "A3"
"3372" "M" 0.48 0.395 0.15 0.6815 0.2145 0.1405 0.2495 18 "A6"
"3373" "M" 0.455 0.345 0.15 0.5795 0.1685 0.125 0.215 13 "A5"
"3374" "I" 0.35 0.265 0.11 0.209 0.066 0.059 0.075 9 "A3"
"3375" "M" 0.37 0.28 0.105 0.224 0.0815 0.0575 0.075 8 "A2"
"3376" "I" 0.34 0.25 0.075 0.1765 0.0785 0.0405 0.05 7 "A2"
"3377" "I" 0.35 0.28 0.075 0.196 0.082 0.04 0.064 8 "A2"
"3378" "I" 0.35 0.265 0.08 0.192 0.081 0.0465 0.053 6 "A1"
"3379" "I" 0.39 0.315 0.09 0.3095 0.147 0.05 0.09 7 "A2"
"3380" "I" 0.395 0.31 0.095 0.313 0.131 0.072 0.093 7 "A2"
"3381" "I" 0.415 0.31 0.105 0.3595 0.167 0.083 0.0915 6 "A1"
"3382" "I" 0.43 0.32 0.1 0.3855 0.192 0.0745 0.1 7 "A2"
"3383" "I" 0.48 0.355 0.115 0.5785 0.25 0.106 0.184 8 "A2"
"3384" "M" 0.49 0.395 0.12 0.674 0.3325 0.1235 0.185 9 "A3"
"3385" "F" 0.49 0.37 0.105 0.5265 0.249 0.1005 0.148 7 "A2"
"3386" "F" 0.56 0.465 0.16 1.0315 0.432 0.2025 0.337 9 "A3"
"3387" "M" 0.56 0.45 0.14 0.9 0.472 0.182 0.218 7 "A2"
"3388" "M" 0.58 0.46 0.15 1.0165 0.491 0.221 0.265 9 "A3"
"3389" "F" 0.58 0.48 0.18 1.2495 0.4945 0.27 0.371 8 "A2"
"3390" "M" 0.59 0.47 0.135 1.1685 0.539 0.279 0.28 8 "A2"
"3391" "F" 0.595 0.475 0.165 1.148 0.444 0.214 0.37 10 "A3"
"3392" "M" 0.6 0.475 0.15 1.089 0.5195 0.223 0.292 11 "A4"
"3393" "M" 0.61 0.47 0.155 1.0325 0.497 0.2175 0.2785 9 "A3"
"3394" "F" 0.63 0.475 0.15 1.172 0.536 0.254 0.316 11 "A4"
"3395" "M" 0.64 0.51 0.17 1.3715 0.567 0.307 0.409 10 "A3"
"3396" "F" 0.65 0.545 0.185 1.5055 0.6565 0.341 0.43 10 "A3"
"3397" "M" 0.71 0.55 0.2 1.9045 0.882 0.44 0.5 13 "A5"
"3398" "M" 0.74 0.605 0.2 2.4925 1.1455 0.575 0.5235 13 "A5"
"3399" "I" 0.25 0.18 0.065 0.0805 0.0345 0.0185 0.0215 4 "A1"
"3400" "I" 0.28 0.21 0.065 0.111 0.0425 0.0285 0.03 6 "A1"
"3401" "I" 0.325 0.24 0.075 0.152 0.065 0.0305 0.045 6 "A1"
"3402" "I" 0.35 0.265 0.095 0.199 0.073 0.049 0.06 5 "A1"
"3403" "I" 0.36 0.27 0.09 0.219 0.097 0.0405 0.065 6 "A1"
"3404" "I" 0.365 0.27 0.105 0.2155 0.0915 0.0475 0.063 6 "A1"
"3405" "I" 0.37 0.28 0.09 0.2565 0.1255 0.0645 0.0645 6 "A1"
"3406" "I" 0.375 0.285 0.09 0.257 0.1045 0.062 0.075 7 "A2"
"3407" "I" 0.38 0.275 0.095 0.2505 0.0945 0.0655 0.075 6 "A1"
"3408" "I" 0.395 0.3 0.09 0.279 0.134 0.049 0.075 8 "A2"
"3409" "I" 0.43 0.335 0.105 0.378 0.188 0.0785 0.09 6 "A1"
"3410" "I" 0.44 0.35 0.125 0.456 0.21 0.0955 0.131 8 "A2"
"3411" "I" 0.465 0.37 0.1 0.5055 0.234 0.11 0.14 7 "A2"
"3412" "F" 0.465 0.355 0.115 0.4705 0.1955 0.118 0.126 7 "A2"
"3413" "M" 0.48 0.37 0.13 0.643 0.349 0.1155 0.135 8 "A2"
"3414" "I" 0.485 0.37 0.1 0.513 0.219 0.1075 0.13 7 "A2"
"3415" "F" 0.49 0.4 0.115 0.569 0.256 0.1325 0.145 9 "A3"
"3416" "I" 0.495 0.4 0.145 0.578 0.2545 0.1305 0.1645 8 "A2"
"3417" "I" 0.5 0.385 0.11 0.596 0.3015 0.104 0.151 8 "A2"
"3418" "F" 0.505 0.39 0.12 0.5725 0.2555 0.1325 0.146 8 "A2"
"3419" "M" 0.52 0.39 0.12 0.6435 0.2885 0.157 0.161 7 "A2"
"3420" "M" 0.52 0.395 0.125 0.8115 0.4035 0.166 0.2 7 "A2"
"3421" "F" 0.525 0.44 0.125 0.7115 0.3205 0.159 0.1915 7 "A2"
"3422" "M" 0.55 0.44 0.155 0.9155 0.3645 0.195 0.25 8 "A2"
"3423" "F" 0.555 0.44 0.145 0.8815 0.43 0.1975 0.2155 8 "A2"
"3424" "F" 0.555 0.42 0.11 0.931 0.4445 0.171 0.225 8 "A2"
"3425" "F" 0.575 0.46 0.165 1.065 0.4985 0.2145 0.2815 8 "A2"
"3426" "M" 0.6 0.475 0.155 1.1385 0.502 0.2295 0.31 9 "A3"
"3427" "F" 0.61 0.48 0.16 1.234 0.598 0.238 0.315 12 "A4"
"3428" "F" 0.61 0.495 0.175 1.2635 0.53 0.315 0.3455 10 "A3"
"3429" "F" 0.61 0.47 0.16 1.0745 0.4925 0.236 0.29 8 "A2"
"3430" "M" 0.615 0.505 0.19 1.403 0.6715 0.2925 0.365 8 "A2"
"3431" "M" 0.62 0.485 0.165 1.1325 0.5235 0.2505 0.2825 9 "A3"
"3432" "F" 0.625 0.495 0.16 1.1115 0.4495 0.2825 0.345 11 "A4"
"3433" "F" 0.625 0.47 0.17 1.255 0.525 0.2415 0.405 10 "A3"
"3434" "M" 0.625 0.485 0.17 1.437 0.5855 0.293 0.475 11 "A4"
"3435" "M" 0.635 0.495 0.155 1.3635 0.583 0.2985 0.295 10 "A3"
"3436" "F" 0.64 0.48 0.195 1.1435 0.4915 0.2345 0.353 9 "A3"
"3437" "M" 0.64 0.5 0.17 1.4545 0.642 0.3575 0.354 9 "A3"
"3438" "M" 0.66 0.525 0.18 1.478 0.5815 0.381 0.372 10 "A3"
"3439" "F" 0.665 0.52 0.165 1.6885 0.7295 0.407 0.4265 11 "A4"
"3440" "F" 0.715 0.585 0.23 2.0725 0.8655 0.4095 0.565 10 "A3"
"3441" "M" 0.72 0.565 0.2 1.787 0.718 0.385 0.529 11 "A4"
"3442" "F" 0.725 0.58 0.185 1.523 0.8045 0.3595 0.4375 9 "A3"
"3443" "I" 0.165 0.12 0.05 0.021 0.0075 0.0045 0.014 3 "A1"
"3444" "I" 0.21 0.15 0.055 0.0455 0.02 0.0065 0.013 4 "A1"
"3445" "I" 0.355 0.265 0.085 0.2435 0.122 0.0525 0.06 6 "A1"
"3446" "I" 0.4 0.315 0.085 0.2675 0.116 0.0585 0.0765 6 "A1"
"3447" "I" 0.4 0.29 0.1 0.258 0.104 0.059 0.0815 7 "A2"
"3448" "I" 0.4 0.3 0.11 0.2985 0.1375 0.071 0.075 6 "A1"
"3449" "I" 0.435 0.335 0.11 0.411 0.2025 0.0945 0.1 7 "A2"
"3450" "I" 0.44 0.33 0.11 0.38 0.197 0.079 0.09 7 "A2"
"3451" "I" 0.45 0.34 0.105 0.4385 0.21 0.0925 0.12 8 "A2"
"3452" "I" 0.47 0.355 0.145 0.4485 0.156 0.102 0.123 7 "A2"
"3453" "I" 0.47 0.355 0.115 0.4155 0.167 0.084 0.139 7 "A2"
"3454" "I" 0.475 0.42 0.16 0.7095 0.35 0.1505 0.1845 8 "A2"
"3455" "F" 0.505 0.475 0.16 1.1155 0.509 0.239 0.3065 8 "A2"
"3456" "I" 0.51 0.405 0.13 0.599 0.3065 0.1155 0.1485 8 "A2"
"3457" "I" 0.52 0.38 0.13 0.5345 0.2375 0.122 0.1535 8 "A2"
"3458" "F" 0.53 0.42 0.14 0.627 0.2905 0.1165 0.183 8 "A2"
"3459" "M" 0.535 0.42 0.16 0.7465 0.348 0.1515 0.2185 10 "A3"
"3460" "M" 0.55 0.44 0.16 0.985 0.4645 0.201 0.27 8 "A2"
"3461" "M" 0.555 0.44 0.145 0.85 0.4165 0.1685 0.23 8 "A2"
"3462" "M" 0.555 0.44 0.15 0.838 0.4155 0.146 0.23 8 "A2"
"3463" "F" 0.555 0.43 0.135 0.812 0.4055 0.163 0.2215 9 "A3"
"3464" "M" 0.56 0.415 0.13 0.7615 0.3695 0.17 0.1955 8 "A2"
"3465" "M" 0.575 0.44 0.145 0.87 0.3945 0.2195 0.225 8 "A2"
"3466" "F" 0.585 0.45 0.145 0.9835 0.4845 0.242 0.22 9 "A3"
"3467" "M" 0.59 0.46 0.145 0.929 0.38 0.24 0.255 10 "A3"
"3468" "F" 0.595 0.47 0.165 1.0155 0.491 0.1905 0.289 9 "A3"
"3469" "M" 0.6 0.41 0.145 0.939 0.4475 0.196 0.268 8 "A2"
"3470" "M" 0.6 0.475 0.16 1.164 0.5045 0.2635 0.335 12 "A4"
"3471" "M" 0.61 0.47 0.175 1.214 0.5315 0.2835 0.325 10 "A3"
"3472" "F" 0.615 0.49 0.19 1.1345 0.4695 0.257 0.348 11 "A4"
"3473" "F" 0.62 0.51 0.18 1.233 0.592 0.274 0.322 10 "A3"
"3474" "M" 0.625 0.495 0.18 1.0815 0.4715 0.254 0.3135 10 "A3"
"3475" "M" 0.625 0.47 0.175 1.179 0.605 0.258 0.271 9 "A3"
"3476" "F" 0.64 0.5 0.165 1.1635 0.554 0.239 0.32 11 "A4"
"3477" "F" 0.64 0.475 0.175 1.1545 0.4865 0.341 0.288 9 "A3"
"3478" "F" 0.645 0.52 0.175 1.3345 0.667 0.2665 0.355 10 "A3"
"3479" "M" 0.65 0.505 0.18 1.469 0.7115 0.3335 0.38 9 "A3"
"3480" "M" 0.655 0.52 0.18 1.492 0.7185 0.36 0.355 11 "A4"
"3481" "F" 0.655 0.54 0.175 1.5585 0.7285 0.402 0.385 11 "A4"
"3482" "F" 0.66 0.5 0.175 1.3275 0.556 0.2805 0.4085 9 "A3"
"3483" "M" 0.67 0.525 0.18 1.6615 0.8005 0.3645 0.43 10 "A3"
"3484" "F" 0.69 0.525 0.19 1.492 0.6425 0.3905 0.42 12 "A4"
"3485" "F" 0.7 0.575 0.2 1.7365 0.7755 0.3965 0.461 11 "A4"
"3486" "F" 0.7 0.56 0.175 1.6605 0.8605 0.3275 0.398 11 "A4"
"3487" "M" 0.715 0.545 0.18 1.7405 0.871 0.347 0.449 10 "A3"
"3488" "F" 0.72 0.545 0.185 1.7185 0.7925 0.401 0.468 11 "A4"
"3489" "I" 0.215 0.15 0.055 0.041 0.015 0.009 0.0125 3 "A1"
"3490" "I" 0.24 0.185 0.06 0.0655 0.0295 5e-04 0.02 4 "A1"
"3491" "I" 0.26 0.205 0.07 0.097 0.0415 0.019 0.0305 4 "A1"
"3492" "I" 0.32 0.24 0.085 0.131 0.0615 0.0265 0.038 6 "A1"
"3493" "I" 0.33 0.23 0.085 0.1695 0.079 0.026 0.0505 6 "A1"
"3494" "I" 0.335 0.26 0.085 0.192 0.097 0.03 0.054 6 "A1"
"3495" "I" 0.35 0.26 0.09 0.1765 0.072 0.0355 0.0575 7 "A2"
"3496" "I" 0.35 0.265 0.085 0.1735 0.0775 0.034 0.056 6 "A1"
"3497" "I" 0.36 0.265 0.075 0.1785 0.0785 0.035 0.054 6 "A1"
"3498" "I" 0.36 0.265 0.09 0.2055 0.096 0.037 0.0585 7 "A2"
"3499" "I" 0.365 0.275 0.09 0.2345 0.108 0.051 0.0625 7 "A2"
"3500" "I" 0.38 0.285 0.09 0.2305 0.1005 0.039 0.0775 7 "A2"
"3501" "I" 0.4 0.31 0.115 0.314 0.1545 0.0595 0.087 6 "A1"
"3502" "I" 0.4 0.315 0.09 0.33 0.151 0.068 0.08 6 "A1"
"3503" "I" 0.4 0.265 0.1 0.2775 0.1245 0.0605 0.08 9 "A3"
"3504" "I" 0.425 0.325 0.11 0.405 0.1695 0.092 0.1065 8 "A2"
"3505" "I" 0.43 0.325 0.105 0.309 0.119 0.08 0.098 6 "A1"
"3506" "M" 0.435 0.335 0.11 0.4385 0.2075 0.0715 0.1315 7 "A2"
"3507" "I" 0.435 0.34 0.12 0.396 0.1775 0.081 0.125 8 "A2"
"3508" "I" 0.445 0.355 0.095 0.3615 0.1415 0.0785 0.12 8 "A2"
"3509" "I" 0.45 0.35 0.11 0.514 0.253 0.1045 0.14 8 "A2"
"3510" "I" 0.455 0.435 0.11 0.4265 0.195 0.09 0.1205 8 "A2"
"3511" "I" 0.46 0.34 0.09 0.384 0.1795 0.068 0.11 8 "A2"
"3512" "I" 0.475 0.355 0.125 0.4865 0.2155 0.1105 0.142 9 "A3"
"3513" "I" 0.475 0.36 0.135 0.4355 0.196 0.0925 0.125 8 "A2"
"3514" "I" 0.475 0.35 0.115 0.498 0.2375 0.099 0.14 7 "A2"
"3515" "I" 0.48 0.355 0.125 0.494 0.2385 0.0835 0.15 9 "A3"
"3516" "F" 0.495 0.37 0.12 0.594 0.28 0.11 0.1375 7 "A2"
"3517" "I" 0.5 0.365 0.125 0.528 0.229 0.103 0.1645 9 "A3"
"3518" "M" 0.505 0.39 0.115 0.5585 0.2575 0.119 0.1535 8 "A2"
"3519" "I" 0.515 0.4 0.135 0.636 0.3055 0.1215 0.1855 9 "A3"
"3520" "I" 0.525 0.39 0.105 0.567 0.2875 0.1075 0.16 8 "A2"
"3521" "I" 0.53 0.405 0.13 0.6615 0.2945 0.1395 0.19 9 "A3"
"3522" "I" 0.53 0.42 0.13 0.658 0.296 0.1245 0.198 8 "A2"
"3523" "M" 0.535 0.415 0.135 0.78 0.3165 0.169 0.2365 8 "A2"
"3524" "I" 0.535 0.41 0.13 0.6075 0.268 0.1225 0.1975 9 "A3"
"3525" "I" 0.54 0.41 0.135 0.7025 0.31 0.177 0.2 8 "A2"
"3526" "I" 0.55 0.425 0.155 0.8725 0.412 0.187 0.2425 10 "A3"
"3527" "F" 0.565 0.45 0.175 1.2365 0.5305 0.2455 0.308 10 "A3"
"3528" "M" 0.57 0.47 0.155 1.186 0.6355 0.2315 0.277 10 "A3"
"3529" "I" 0.57 0.42 0.13 0.7745 0.3535 0.1505 0.2365 9 "A3"
"3530" "F" 0.57 0.42 0.16 0.8875 0.4315 0.1915 0.223 8 "A2"
"3531" "I" 0.575 0.455 0.155 0.8725 0.349 0.2095 0.285 8 "A2"
"3532" "I" 0.575 0.44 0.125 0.8515 0.4555 0.1715 0.1965 9 "A3"
"3533" "F" 0.575 0.475 0.16 0.895 0.3605 0.221 0.271 9 "A3"
"3534" "M" 0.575 0.45 0.155 0.886 0.3605 0.211 0.2575 9 "A3"
"3535" "I" 0.58 0.46 0.14 0.9265 0.4135 0.1845 0.27 10 "A3"
"3536" "I" 0.58 0.46 0.14 0.8295 0.3915 0.165 0.238 10 "A3"
"3537" "I" 0.58 0.47 0.15 0.907 0.444 0.1855 0.2445 11 "A4"
"3538" "M" 0.58 0.47 0.165 1.041 0.54 0.166 0.279 9 "A3"
"3539" "F" 0.585 0.465 0.165 0.9355 0.4035 0.2275 0.259 9 "A3"
"3540" "F" 0.585 0.46 0.165 1.058 0.486 0.25 0.294 9 "A3"
"3541" "F" 0.595 0.465 0.145 0.7955 0.3425 0.1795 0.2425 10 "A3"
"3542" "F" 0.6 0.47 0.17 1.0805 0.4995 0.2245 0.3205 9 "A3"
"3543" "M" 0.6 0.47 0.15 0.928 0.4225 0.183 0.275 8 "A2"
